297,-7.0000,-0.7738,-16.2426
323,-4.0000,-0.1448,-4.8282
315,5.0000,0.4616,10.7314
298,9.0000,0.5104,16.2608
278,3.0000,0.0859,2.2532
302,-5.0000,-0.2423,-17.1035
324,-3.0000,-0.0437,-14.5425
322,6.0000,0.5176,10.3641
305,13.0000,0.8537,24.4607
284,7.0000,0.5339,7.6994
281,-4.0000,-0.3293,-18.8376
313,-10.0000,-1.2193,-23.6635
326,-2.0000,-1.6409,-1.7689
316,10.0000,-1.3863,22.2291
299,12.0000,-0.5026,20.8835
273,3.0000,0.8002,-4.2687
293,-8.0000,2.1022,-25.3487
320,-9.0000,2.7432,-19.4968
325,2.0000,2.1123,8.0325
308,12.0000,0.2049,26.7193
293,10.0000,-2.0731,15.0950
276,0.0000,-3.3416,-11.7165
303,-9.0000,-2.7427,-23.4064
325,-5.0000,-0.6751,-8.8513
319,7.0000,1.4484,16.1754
304,12.0000,2.2893,23.8135
281,7.0000,1.5889,4.4257
282,-5.0000,0.2267,-20.3387
318,-9.0000,-0.6509,-23.0092
327,0.0000,-0.5783,0.2951
315,11.0000,0.0323,24.2579
298,13.0000,0.4751,20.5782
274,3.0000,0.4195,-6.3576
293,-9.0000,0.0360,-25.9690
324,-8.0000,-0.3747,-17.7704
325,3.0000,-0.7015,9.9203
306,13.0000,-0.9418,26.5869
289,10.0000,-0.9440,12.0173
278,-2.0000,-0.4391,-16.3627
307,-9.0000,0.5774,-25.7450
325,-4.0000,1.5765,-6.9280
319,7.0000,1.7872,18.9471
302,13.0000,0.8876,23.6195
279,5.0000,-0.5834,2.5191
284,-6.0000,-1.5881,-20.6175
319,-9.0000,-1.4530,-20.7568
327,0.0000,-0.4274,3.3654
313,12.0000,0.5977,25.5864
294,12.0000,0.9133,19.0447
274,1.0000,0.5429,-9.2511
298,-10.0000,0.0344,-27.0466
324,-8.0000,-0.1870,-15.2056
323,4.0000,-0.1802,13.3793
306,13.0000,-0.2362,26.7547
285,9.0000,-0.4000,9.6886
279,-2.0000,-0.3793,-17.4751
308,-10.0000,0.0509,-24.6943
325,-3.0000,0.6538,-5.1020
319,8.0000,0.8679,19.9363
300,13.0000,0.3877,22.7497
277,5.0000,-0.4437,0.1733
288,-7.0000,-0.9067,-22.7044
320,-9.0000,-0.6026,-20.5736
327,1.0000,0.1456,5.5101
310,12.0000,0.6230,26.4922
294,12.0000,0.4407,17.2351
276,1.0000,-0.1110,-10.9267
301,-8.0000,-0.4230,-25.7275
324,-6.0000,-0.2231,-12.3633
321,6.0000,0.1828,13.9111
304,12.0000,0.3102,23.7935
283,7.0000,0.0554,5.8485
281,-4.0000,-0.2177,-19.1693
313,-10.0000,-0.1349,-23.2300
326,-1.0000,0.2295,-1.4406
315,10.0000,0.4265,22.6905
300,13.0000,0.1553,21.6907
276,3.0000,-0.3689,-2.8291
290,-8.0000,-0.6297,-23.2045
321,-9.0000,-0.3737,-18.1836
326,2.0000,0.1104,7.4471
309,13.0000,0.3203,25.9674
290,10.0000,0.1100,15.0591
277,0.0000,-0.1499,-12.9541
304,-9.0000,-0.0147,-25.8800
326,-5.0000,0.4830,-9.7900
322,7.0000,0.8105,17.4057
303,14.0000,0.4980,25.0876
280,6.0000,-0.3183,4.2598
283,-5.0000,-0.9784,-21.5593
314,-11.0000,-0.9428,-23.9804
326,-1.0000,-0.3179,-0.2399
314,10.0000,0.2896,23.4414
299,13.0000,0.4150,20.2430
275,3.0000,0.1732,-5.0931
293,-8.0000,0.0385,-24.0290
321,-8.0000,0.2484,-17.0305
326,3.0000,0.5170,9.1297
309,13.0000,0.3836,26.3922
289,10.0000,-0.2055,14.3525
277,-1.0000,-0.7577,-13.4066
306,-9.0000,-0.7250,-25.5279
325,-5.0000,-0.0988,-8.9460
321,8.0000,0.5486,17.8245
303,13.0000,0.6396,24.2500
278,6.0000,0.1704,2.9073
283,-6.0000,-0.3229,-22.1874
317,-10.0000,-0.3571,-23.5840
327,0.0000,0.0013,1.3219
314,11.0000,0.2680,25.5073
296,13.0000,0.1231,20.7223
273,2.0000,-0.2303,-7.0510
296,-9.0000,-0.3300,-26.1472
323,-8.0000,-0.0220,-16.3583
326,4.0000,0.3358,12.0113
308,14.0000,0.2846,27.6336
285,10.0000,-0.1755,12.1212
277,-3.0000,-0.5321,-16.8126
310,-10.0000,-0.3113,-26.7068
327,-3.0000,0.3654,-6.5825
319,9.0000,0.8530,21.1972
301,14.0000,0.6381,24.4842
272,4.0000,-0.1177,-0.4594
