Time,RawValue,Label
4.45,307.1650086605234,relax
4.451,301.97344013998674,relax
4.452,309.36052758947545,relax
4.453,305.4831999493313,relax
4.454,310.85911392673415,relax
4.455,313.77827798572434,relax
4.456,312.16677737496053,relax
4.457,313.0904962320447,relax
4.458,309.66714911668976,relax
4.459,306.23048362593977,relax
4.46,309.20533736996,relax
4.461,304.54257358261793,relax
4.462,302.3264519205361,relax
4.463,303.9554828255867,relax
4.464,299.67037197659823,relax
4.465,302.9543728232977,relax
4.466,300.36407581324386,relax
4.467,303.99878880859967,relax
4.468,308.2013901861985,relax
4.469,311.9208139169313,relax
4.47,308.47279136905576,relax
4.471,312.3852398611978,relax
4.472,313.15712929836525,relax
4.473,309.857533422914,relax
4.474,308.5377173955575,relax
4.475,311.3073527330475,relax
4.476,304.8320395725205,relax
4.477,306.6536496450524,relax
4.478,300.39226494456005,relax
4.479,301.46359410877,relax
4.48,304.1244201691874,relax
4.481,303.55407666039315,relax
4.482,304.8459379888673,relax
4.483,303.71280910486547,relax
4.484,310.5530859203,relax
4.485,311.21543490217584,relax
4.486,308.5607027834733,relax
4.487,311.5835104935986,relax
4.488,314.5436955266629,relax
4.489,308.6505568186246,relax
4.49,309.1521485956165,relax
4.491,306.53168562767695,relax
4.492,306.19697764949456,relax
4.493,305.17063581531016,relax
4.494,300.31557559203986,relax
4.495,303.0374794135757,relax
4.496,303.4962135010053,relax
4.497,302.4665040529215,relax
4.498,303.49153118582876,relax
4.499,304.9196305707943,relax
4.5,304.7201945338726,relax
4.501,306.1126306013325,relax
4.502,311.7989115010818,relax
4.503,309.4292840971181,relax
4.504,311.6108856930089,relax
4.505,309.2739676802056,relax
4.506,308.4436049110525,relax
4.507,308.7847747917718,relax
4.508,307.7908822400612,relax
4.509,302.7469186592532,relax
4.51,302.01643317076895,relax
4.511,303.504479928689,relax
4.512,298.10652404675176,relax
4.513,303.8007840045323,relax
4.514,304.88009430132115,relax
4.515,304.86208989807636,relax
4.516,303.9550391553619,relax
4.517,309.80075529164344,relax
4.518,309.7514410095377,relax
4.519,310.9691485155525,relax
4.52,311.5127756348621,relax
4.521,308.740631772561,relax
4.522,307.77632171079233,relax
4.523,306.2082684613917,relax
4.524,305.43034753303385,relax
4.525,303.02198571497723,relax
4.526,302.5159788418833,relax
4.527,301.7176153459098,relax
4.528,298.6034170053324,relax
4.529,299.20625711526736,relax
4.53,303.26794631315204,relax
4.531,303.9475989324796,relax
4.532,307.3500458628964,relax
4.533,311.5340029619931,relax
4.534,310.5399482731954,relax
4.535,309.5482629588413,relax
4.536,309.89893713642556,relax
4.537,309.9368952766661,relax
4.538,311.5584089848611,relax
4.539,310.1399897703331,relax
4.54,306.9838951552617,relax
4.541,304.0487078184994,relax
4.542,302.1596527135457,relax
4.543,299.25734663296294,relax
4.544,300.5642684818988,relax
4.545,302.734824888645,relax
4.546,303.029185381435,relax
4.547,303.11729706420715,relax
4.548,304.2397296878982,relax
4.549,306.5230271852621,relax
4.55,311.10400287611805,relax
4.551,314.6476162198245,relax
4.552,310.93785930471216,relax
4.553,311.44998027219447,relax
4.554,310.42834149781413,relax
4.555,305.75192937107516,relax
4.556,304.81363102644275,relax
4.557,304.6938039059266,relax
4.558,304.28377306136196,relax
4.559,301.7117936066625,relax
4.56,300.5719919980736,relax
4.561,298.49447082738044,relax
4.562,305.59749852354906,relax
4.563,308.1300594300984,relax
4.564,305.72470244587237,relax
4.565,308.00478636818804,relax
4.566,312.1892710229629,relax
4.567,311.04385301100206,relax
4.568,312.5239011656238,relax
4.569,308.74931487314336,relax
4.57,311.1221224044154,relax
4.571,306.6209703806896,relax
4.572,303.34428130530205,relax
4.573,303.9024038125302,relax
4.574,302.2980712949904,relax
4.575,300.4389167684269,relax
4.576,299.35627724861615,relax
4.577,301.59493086114026,relax
4.578,304.6281929307598,relax
4.579,302.8708383120393,relax
4.58,310.2339085234381,relax
4.581,308.2375833474131,relax
4.582,314.9602564385966,relax
4.583,312.76006899793674,relax
4.584,310.7948426260081,relax
4.585,305.5362493618783,relax
4.586,311.2941326519806,relax
4.587,305.91755410373236,relax
4.588,304.6522835099639,relax
4.589,302.32298765528697,relax
4.59,303.4242748147021,relax
4.591,302.21888176761007,relax
4.592,299.80929096376224,relax
4.593,301.7426900729801,relax
4.594,299.67650162428174,relax
4.595,304.4744604758882,relax
4.596,306.11393541822326,relax
4.597,310.3884909087989,relax
4.598,310.88169940628296,relax
4.599,313.05793743367144,relax
4.6,310.92983223416195,relax
4.601,310.1351028644081,relax
4.602,310.5609443460334,relax
4.603,309.33684961203744,relax
4.604,304.9571769973748,relax
4.605,306.7754961347259,relax
4.606,300.5003933507016,relax
4.607,301.34984837186056,relax
4.608,300.77936037912616,relax
4.609,301.8416120563959,relax
4.61,302.1915390431829,relax
4.611,302.9330290181126,relax
4.612,307.97452574715345,relax
4.613,308.05679344014357,relax
4.614,308.98999864588586,relax
4.615,306.7082440197768,relax
4.616,311.49776269577285,relax
4.617,306.5064058509493,relax
4.618,308.85245463741217,relax
4.619,308.10169389767555,relax
4.62,307.48769201240924,relax
4.621,304.08524810357096,relax
4.622,303.37614066050344,relax
4.623,300.7111704927643,relax
4.624,301.80931723759693,relax
4.625,299.12615342644494,relax
4.626,301.88344776339517,relax
4.627,303.28390996872406,relax
4.628,303.07326609318727,relax
4.629,306.2100518315894,relax
4.63,314.34888996167444,relax
4.631,311.77871257624605,relax
4.632,312.7201361262358,relax
4.633,311.3809990584323,relax
4.634,308.21508372666085,relax
4.635,310.01646693672853,relax
4.636,304.52883728775464,relax
4.637,304.15133384741904,relax
4.638,300.8842760476214,relax
4.639,301.72810568360984,relax
4.64,300.3676279936947,relax
4.641,300.1322742067616,relax
4.642,296.803939857279,relax
4.643,306.1911086040787,relax
4.644,303.37292127402907,relax
4.645,311.2206003361975,relax
4.646,313.983778681918,relax
4.647,310.6794780532197,relax
4.648,311.0947044232738,relax
4.649,310.283975744727,relax
4.65,308.4939948928195,relax
4.651,305.8510757255796,relax
4.652,304.08694291174265,relax
4.653,300.89297392228514,relax
4.654,301.10973869336027,relax
4.655,307.86204842782774,relax
4.656,301.06095396962144,relax
4.657,300.3143243531314,relax
4.658,298.1437647518203,relax
4.659,307.35726410800794,relax
4.66,303.15721595091503,relax
4.661,311.67505414436744,relax
4.662,311.3375722935659,relax
4.663,308.1890007553543,relax
4.664,315.41781498127193,relax
4.665,308.80617703902925,relax
4.666,310.7848645664916,relax
4.667,309.5790529898128,relax
4.668,303.34386847438515,relax
4.669,305.85745862697627,relax
4.67,304.36859348919876,relax
4.671,299.2081636166579,relax
4.672,300.5051860692208,relax
4.673,300.7465960506467,relax
4.674,302.5445193222926,relax
4.675,302.39871979753764,relax
4.676,306.3249588231549,relax
4.677,305.15362713943006,relax
4.678,310.4003788057803,relax
4.679,313.83903985912076,relax
4.68,312.04311705029136,relax
4.681,308.45444959861794,relax
4.682,307.3203230119445,relax
4.683,305.4185115586403,relax
4.684,303.30870609668796,relax
4.685,304.63942242484706,relax
4.686,301.2317897706682,relax
4.687,300.48827948291466,relax
4.688,302.0877160475285,relax
4.689,298.0663637609038,relax
4.69,300.89052644872737,relax
4.691,306.3431366805437,relax
4.692,305.0249722874537,relax
4.693,305.2734035762799,relax
4.694,309.20790327542136,relax
4.695,310.60537936378176,relax
4.696,312.8150692032195,relax
4.697,311.3820604266004,relax
4.698,310.6485647070693,relax
4.699,307.2889475031224,relax
4.7,304.7302833146066,relax
4.701,306.85412565173084,relax
4.702,303.53137018749214,relax
4.703,300.00171105862205,relax
4.704,303.3667212585534,relax
4.705,302.9551445517653,relax
4.706,303.94364958093433,relax
4.707,302.18808015110983,relax
4.708,307.1093677086491,relax
4.709,308.118065436485,relax
4.71,312.10631049624243,relax
4.711,314.6631909737721,relax
4.712,314.8381407174925,relax
4.713,312.71304000476727,relax
4.714,309.6401918477094,relax
4.715,310.03518497763616,relax
4.716,307.0317080990455,relax
4.717,305.34687749957476,relax
4.718,308.83498496373136,relax
4.719,302.07485139150117,relax
4.72,301.928252526278,relax
4.721,303.26447355992286,relax
4.722,300.9473472895899,relax
4.723,301.52587139466465,relax
4.724,305.58429853974604,relax
4.725,307.3071678865041,relax
4.726,309.6948814875701,relax
4.727,311.8943643484202,relax
4.728,313.57605755851097,relax
4.729,313.0298033846589,relax
4.73,310.2303401325376,relax
4.731,307.96487358087074,relax
4.732,308.343096102463,relax
4.733,302.8313131743635,relax
4.734,300.6768123822659,relax
4.735,306.1144150339622,relax
4.736,302.34452550183676,relax
4.737,301.60791752181393,relax
4.738,301.6119417370237,relax
4.739,305.3381128708348,relax
4.74,304.38264056975646,relax
4.741,304.5937479356958,relax
4.742,308.132564567346,relax
4.743,313.97003029077166,relax
4.744,309.9692306225965,relax
4.745,311.7312847101482,relax
4.746,309.14645071495124,relax
4.747,305.78550044376203,relax
4.748,309.2907888751519,relax
4.749,306.5777058660768,relax
4.75,301.442484025983,relax
4.751,299.8897911111978,relax
4.752,300.50157217550054,relax
4.753,299.78255804320474,relax
4.754,303.0183933885501,relax
4.755,303.02194960049525,relax
4.756,303.9132373734174,relax
4.757,308.64870434557525,relax
4.758,311.33779159954753,relax
4.759,315.98086351757854,relax
4.76,309.00718753372706,relax
4.761,313.04902028417524,relax
4.762,311.6057822155393,relax
4.763,308.1350582452548,relax
4.764,303.4742697802894,relax
4.765,306.1574117578693,relax
4.766,304.62045912382393,relax
4.767,301.4324274929428,relax
4.768,300.74708872666787,relax
4.769,297.89444333138636,relax
4.77,299.30259939677154,relax
4.771,304.1173201703838,relax
4.772,304.14290264038044,relax
4.773,307.40656847821487,relax
4.774,310.2509099624607,relax
4.775,307.47967854661863,relax
4.776,312.2774914402593,relax
4.777,309.973712989365,relax
4.778,310.59834491069284,relax
4.779,308.0132430658519,relax
4.78,302.93346739827814,relax
4.781,302.2840855783598,relax
4.782,304.24297758478804,relax
4.783,302.70291407444694,relax
4.784,299.4100113598405,relax
4.785,301.9556323522164,relax
4.786,299.7105820685364,relax
4.787,303.5422581840159,relax
4.788,302.14987716066526,relax
4.789,308.9635281325003,relax
4.79,312.0364337505331,relax
4.791,311.05234845553986,relax
4.792,309.6298953285673,relax
4.793,311.91084007420005,relax
4.794,310.31691860588114,relax
4.795,312.3709923754521,relax
4.796,305.19834830882945,relax
4.797,305.41786572939196,relax
4.798,305.9332314458993,relax
4.799,299.4879880205243,relax
4.8,301.9567638288056,relax
4.801,298.84396676471505,relax
4.802,303.2645745185095,relax
4.803,305.2909219386808,relax
4.804,304.6156367746101,relax
4.805,304.8502253111772,relax
4.806,308.78172146079885,relax
4.807,313.0378143498188,relax
4.808,312.8176471009569,relax
4.809,311.0002204006218,relax
4.81,310.2201801643848,relax
4.811,305.2191119360441,relax
4.812,306.08263004104646,relax
4.813,301.9443501061197,relax
4.814,301.5517033947349,relax
4.815,302.3715047231537,relax
4.816,301.113883602176,relax
4.817,303.9527873526781,relax
4.818,304.907796209886,relax
4.819,306.1120334588452,relax
4.82,298.24965095169364,relax
4.821,306.3269390572497,relax
4.822,307.82793255741296,relax
4.823,315.360561122325,relax
4.824,310.8533043888359,relax
4.825,310.3575088086168,relax
4.826,308.8586746530564,relax
4.827,306.5399133813935,relax
4.828,304.9225567505522,relax
4.829,304.95278544057686,relax
4.83,304.18215556640484,relax
4.831,302.62956988017527,relax
4.832,300.2788657228394,relax
4.833,303.06754788348013,relax
4.834,304.06382785408545,relax
4.835,299.6128778301348,relax
4.836,305.042854803723,relax
4.837,307.6848500220494,relax
4.838,307.0932128653457,relax
4.839,313.1347283181212,relax
4.84,306.9755969332183,relax
4.841,312.91304708740165,relax
4.842,306.1115475601981,relax
4.843,310.6237319412271,relax
4.844,306.2099725054268,relax
4.845,302.9508731127092,relax
4.846,307.0729656809918,relax
4.847,301.13234901347556,relax
4.848,301.10729132948177,relax
4.849,302.5476918290251,relax
4.85,300.40355351659593,relax
4.851,303.98777838366607,relax
4.852,309.59889287657415,relax
4.853,304.3494263528214,relax
4.854,312.9036556737505,relax
4.855,307.40915408433955,relax
4.856,310.37008613438906,relax
4.857,309.03967665268806,relax
4.858,307.796932805119,relax
4.859,305.74946439411355,relax
4.86,306.4854425249464,relax
4.861,307.4531119110085,relax
4.862,303.1434056903317,relax
4.863,301.185086792556,relax
4.864,300.74426424957545,relax
4.865,301.4521601162707,relax
4.866,299.5917623334522,relax
4.867,301.9567305165525,relax
4.868,305.57200626355086,relax
4.869,307.3725190959922,relax
4.87,312.72926490705055,relax
4.871,310.22249005860823,relax
4.872,313.4276811256018,relax
4.873,310.32859758771053,relax
4.874,308.1571739553882,relax
4.875,308.34919682513686,relax
4.876,312.0582919881552,relax
4.877,306.1983821562745,relax
4.878,303.6723142956083,relax
4.879,304.473366574472,relax
4.88,303.1532094903286,relax
4.881,303.25845389579837,relax
4.882,303.7156060886666,relax
4.883,301.65620314416924,relax
4.884,304.44172802635484,relax
4.885,307.8952003814308,relax
4.886,310.47197804154604,relax
4.887,311.5632932968462,relax
4.888,316.62926677092725,relax
4.889,308.6959026893913,relax
4.89,309.24570037491685,relax
4.891,310.1333544235932,relax
4.892,305.6405711653523,relax
4.893,305.35783705438786,relax
4.894,303.29792625638476,relax
4.895,300.67389587196516,relax
4.896,304.19275891985274,relax
4.897,304.0263383155032,relax
4.898,299.31584487488163,relax
4.899,300.5026311420829,relax
4.9,309.42183239496677,relax
4.901,307.35388369290285,relax
4.902,308.51788337604137,relax
4.903,310.49638344960357,relax
4.904,307.2316836215219,relax
4.905,310.48041449046843,relax
4.906,309.954431461229,relax
4.907,310.2959459006159,relax
4.908,305.04952264121636,relax
4.909,304.738899123458,relax
4.91,306.45436106712623,relax
4.911,303.95529640575154,relax
4.912,302.3041631439722,relax
4.913,300.3412888043544,relax
4.914,302.1736578162468,relax
4.915,306.13627645949447,relax
4.916,302.76415514652746,relax
4.917,307.14208244796714,relax
4.918,310.6501128130196,relax
4.919,307.24419379727516,relax
4.92,307.5105653911275,relax
4.921,307.7850996565655,relax
4.922,313.10900481391377,relax
4.923,312.3776650499958,relax
4.924,303.0521835080866,relax
4.925,306.14051935513334,relax
4.926,304.89871646990315,relax
4.927,301.02037570613925,relax
4.928,303.8384563252833,relax
4.929,300.33891572956117,relax
4.93,298.73791517664483,relax
4.931,300.3629976723114,relax
4.932,299.14793361496885,relax
4.933,308.86482512682284,relax
4.934,310.31165824467575,relax
4.935,314.82070213023434,relax
4.936,311.09248009710143,relax
4.937,311.18017737978727,relax
4.938,313.61535765000923,relax
4.939,304.62978361460017,relax
4.94,307.09362300810955,relax
4.941,306.72760289125597,relax
4.942,302.4304291499518,relax
4.943,304.1460319096843,relax
4.944,300.52228091544174,relax
4.945,301.6924300667383,relax
4.946,297.0449809638503,relax
4.947,302.35698153994474,relax
4.948,304.82343153209297,relax
4.949,307.3082187995594,relax
4.95,310.8922325109544,relax
4.951,309.6051091414334,relax
4.952,312.09407794744527,relax
4.953,310.15075729369033,relax
4.954,307.4452635912728,relax
4.955,306.8827389638034,relax
4.956,306.17027422080827,relax
4.957,305.48314398948116,relax
4.958,305.54838382560575,relax
4.959,302.2403458940221,relax
4.96,299.6807228242447,relax
4.961,303.5865737795075,relax
4.962,300.8572645539332,relax
4.963,305.8603479607098,relax
4.964,303.7511994069883,relax
4.965,303.5114034066447,relax
4.966,308.99559910573083,relax
4.967,310.9158243380437,relax
4.968,313.01934437662055,relax
4.969,312.36532987958833,relax
4.97,309.5536779369588,relax
4.971,305.24408260883024,relax
4.972,305.81251705110736,relax
4.973,305.6422273342404,relax
4.974,302.3982926998222,relax
4.975,305.3909120253133,relax
4.976,300.43233089759786,relax
4.977,302.1642568164922,relax
4.978,299.7324690261425,relax
4.979,304.04090639685637,relax
4.98,303.63695611476214,relax
4.981,306.7276963542226,relax
4.982,307.69127107870617,relax
4.983,311.55070197543205,relax
4.984,310.52185568948505,relax
4.985,309.9660567660911,relax
4.986,312.4937394539475,relax
4.987,310.97517345272047,relax
4.988,304.6788226609348,relax
4.989,305.76947022315045,relax
4.99,306.95261141581045,relax
4.991,301.18120946243636,relax
4.992,304.0751858054447,relax
4.993,301.2787373692914,relax
4.994,299.76377993754863,relax
4.995,304.9332793301216,relax
4.996,303.69995642415506,relax
4.997,304.31626710233735,relax
4.998,308.23109906442164,relax
4.999,310.00363632853305,relax
5.0,311.50957863967534,relax
5.001,311.55329556900995,relax
5.002,311.4804451849504,relax
5.003,357.96481540962765,contract
5.004,288.6038644290234,contract
5.005,248.3836307744047,contract
5.006,276.9046922424168,contract
5.007,311.87381369454727,contract
5.008,331.34202200472936,contract
5.009,315.657378695686,contract
5.01,290.1744081368074,contract
5.011,279.37525932336956,contract
5.012,303.4870291367763,contract
5.013,295.78496302915255,contract
5.014,307.34417785873165,contract
5.015,343.689528234038,contract
5.016,320.5828739352525,contract
5.017,318.4173958389732,contract
5.018,285.6978219965063,contract
5.019,268.6948134875281,contract
5.02,295.2372160401697,contract
5.021,255.32264775584375,contract
5.022,302.31324427747415,contract
5.023,403.2232159523241,contract
5.024,385.11743558210276,contract
5.025,332.4955666710909,contract
5.026,305.59447848238796,contract
5.027,308.6539182458228,contract
5.028,292.687622883705,contract
5.029,217.33763043344828,contract
5.03,268.1043003722627,contract
5.031,394.26779295532236,contract
5.032,304.2194076792427,contract
5.033,246.49890487789872,contract
5.034,292.4592706808654,contract
5.035,284.0841000501536,contract
5.036,280.9713555661815,contract
5.037,298.50991139840465,contract
5.038,319.80814878721253,contract
5.039,257.516904583133,contract
5.04,244.33079421040907,contract
5.041,325.7062979542123,contract
5.042,317.87734355985833,contract
5.043,376.53677324074266,contract
5.044,379.9277543054137,contract
5.045,296.8473873409083,contract
5.046,297.75184273709243,contract
5.047,288.8746530056929,contract
5.048,299.42861316826827,contract
5.049,288.55643460009753,contract
5.05,325.57857679565063,contract
5.051,350.6197908587718,contract
5.052,281.39391617936985,contract
5.053,307.3423511026236,contract
5.054,302.26875117007245,contract
5.055,257.9189039734995,contract
5.056,305.5130510457862,contract
5.057,346.82084264430245,contract
5.058,337.8434470087376,contract
5.059,298.3314046225175,contract
5.06,305.01921437442815,contract
5.061,345.1776089823264,contract
5.062,310.4130941261925,contract
5.063,270.55468242701676,contract
5.064,287.9368435353884,contract
5.065,285.88630495044845,contract
5.066,285.276265636832,contract
5.067,272.9685758989739,contract
5.068,258.4925571260331,contract
5.069,326.5983422597061,contract
5.07,329.4395145688972,contract
5.071,298.98426174207253,contract
5.072,330.328918901088,contract
5.073,335.8421012417723,contract
5.074,335.3843431537842,contract
5.075,284.94779470292525,contract
5.076,259.0052765286704,contract
5.077,293.6074532825589,contract
5.078,307.8686197020375,contract
5.079,350.5460811674357,contract
5.08,363.7030079497483,contract
5.081,300.9074679658574,contract
5.082,259.3607635132101,contract
5.083,294.61432718896975,contract
5.084,313.3145498070675,contract
5.085,303.55682384805954,contract
5.086,312.89618559897895,contract
5.087,312.0136742172984,contract
5.088,366.46312773185605,contract
5.089,310.47826516768475,contract
5.09,269.3279413615325,contract
5.091,290.65582182697165,contract
5.092,260.47988378782645,contract
5.093,377.26318696021696,contract
5.094,380.87333445891556,contract
5.095,279.6884934373295,contract
5.096,250.19102135723494,contract
5.097,239.98783432410636,contract
5.098,355.15104205423114,contract
5.099,356.4463967596549,contract
5.1,292.9995430699032,contract
5.101,287.7155894616842,contract
5.102,269.7702912691557,contract
5.103,290.5155496010738,contract
5.104,300.3318564395478,contract
5.105,350.9407711980085,contract
5.106,306.9505094871393,contract
5.107,260.8691038051507,contract
5.108,318.9523894439375,contract
5.109,299.297649764773,contract
5.11,287.24508391003,contract
5.111,318.51591307771434,contract
5.112,324.173630540112,contract
5.113,297.12424872316126,contract
5.114,308.87236749141437,contract
5.115,322.8639264840641,contract
5.116,288.29180637672977,contract
5.117,308.6392952374022,contract
5.118,302.8255153715029,contract
5.119,316.86365279855863,contract
5.12,330.9112768961463,contract
5.121,303.78993123190946,contract
5.122,279.033036448023,contract
5.123,258.5079905630596,contract
5.124,322.211642412548,contract
5.125,303.4395060302687,contract
5.126,317.7674559070535,contract
5.127,329.1849145414527,contract
5.128,272.90339607669387,contract
5.129,342.1496448336501,contract
5.13,321.31878059044647,contract
5.131,298.878879876939,contract
5.132,333.17137304244227,contract
5.133,261.42365165377146,contract
5.134,310.2480482482322,contract
5.135,380.7873790294463,contract
5.136,357.56575185012844,contract
5.137,271.04180688686984,contract
5.138,243.41674150653705,contract
5.139,280.91899988405277,contract
5.14,274.33873647448087,contract
5.141,284.65158672195764,contract
5.142,268.4501166016258,contract
5.143,335.960425368147,contract
5.144,406.48272229460486,contract
5.145,328.85098216629956,contract
5.146,281.13000697618037,contract
5.147,286.60171331265417,contract
5.148,300.51898455510786,contract
5.149,282.4878078236853,contract
5.15,330.27775716183925,contract
5.151,292.40642624362795,contract
5.152,205.57743007888044,contract
5.153,261.15903410104625,contract
5.154,266.84045854979905,contract
5.155,378.64627952543134,contract
5.156,467.53590533499016,contract
5.157,354.131285592294,contract
5.158,326.70852491840606,contract
5.159,269.76553424916756,contract
5.16,255.59707759986796,contract
5.161,308.20939260845137,contract
5.162,282.18065838886685,contract
5.163,293.8535032540908,contract
5.164,319.69831301124276,contract
5.165,315.51869989943697,contract
5.166,291.2967901281176,contract
5.167,320.91222649240257,contract
5.168,339.65384172573266,contract
5.169,286.8821279754614,contract
5.17,289.40506994966967,contract
5.171,290.46194956631695,contract
5.172,293.69261941391136,contract
5.173,329.6821695204065,contract
5.174,283.477802766686,contract
5.175,244.3375994752575,contract
5.176,297.0252910642157,contract
5.177,274.5183445550056,contract
5.178,273.06092854603895,contract
5.179,413.02051490435946,contract
5.18,422.63950392180715,contract
5.181,328.03141440691195,contract
5.182,299.6663040333405,contract
5.183,279.96034466315075,contract
5.184,288.9237036515874,contract
5.185,308.58475996602937,contract
5.186,300.5548700579985,contract
5.187,325.0323127145312,contract
5.188,296.6763656391825,contract
5.189,266.25951408008075,contract
5.19,309.8472421414798,contract
5.191,237.6790499089887,contract
5.192,237.11222108836918,contract
5.193,349.4507308431569,contract
5.194,306.5270745450628,contract
5.195,320.2319347608322,contract
5.196,378.0505201657355,contract
5.197,339.9448820921883,contract
5.198,304.5422170328643,contract
5.199,287.40047882796017,contract
5.2,312.2579434580953,contract
5.201,308.8197125966643,contract
5.202,293.73968579404254,contract
5.203,296.12320574770223,contract
5.204,280.8597881504,contract
5.205,302.8112245459392,contract
5.206,283.1355222582075,contract
5.207,305.34658043339033,contract
5.208,317.4003977090679,contract
5.209,307.25079967219006,contract
5.21,323.47919997545745,contract
5.211,303.53515566959476,contract
5.212,288.48643812168007,contract
5.213,274.127457372102,contract
5.214,301.3271054807142,contract
5.215,369.25845045990826,contract
5.216,309.3758105322656,contract
5.217,276.8628528006863,contract
5.218,357.1356584348342,contract
5.219,385.93718276445617,contract
5.22,394.2681532087834,contract
5.221,372.82709878250216,contract
5.222,257.6596077643616,contract
5.223,185.3081455890135,contract
5.224,223.03183345276426,contract
5.225,246.67308877379304,contract
5.226,275.45121517878874,contract
5.227,317.6319039418706,contract
5.228,327.89760938841687,contract
5.229,299.1962346022635,contract
5.23,281.13290408240266,contract
5.231,325.31818507549764,contract
5.232,343.7390256761737,contract
5.233,330.71590469775816,contract
5.234,303.38913590770596,contract
5.235,277.52088578057567,contract
5.236,281.96506334447764,contract
5.237,301.85649133077607,contract
5.238,321.7682893262409,contract
5.239,300.8237148048105,contract
5.24,356.05251802461225,contract
5.241,356.5388090619069,contract
5.242,249.16031412001888,contract
5.243,267.8217847723488,contract
5.244,280.37847999168605,contract
5.245,309.5918796369415,contract
5.246,367.82275758343883,contract
5.247,352.6940698406266,contract
5.248,317.57406127660846,contract
5.249,289.22111073363806,contract
5.25,295.5456219377915,contract
5.251,289.1212942239308,contract
5.252,288.60525084050636,contract
5.253,272.1610596722143,contract
5.254,283.4330200518894,contract
5.255,354.77877474418347,contract
5.256,334.2635497621915,contract
5.257,303.1253954354569,contract
5.258,301.5939422182584,contract
5.259,254.44216006733572,contract
5.26,295.81501205785673,contract
5.261,372.9339354766875,contract
5.262,338.2225592402962,contract
5.263,294.7335761648872,contract
5.264,300.7412291617185,contract
5.265,289.0231043406485,contract
5.266,277.4261895214289,contract
5.267,281.51633219480715,contract
5.268,311.86478177893713,contract
5.269,311.68224083763243,contract
5.27,286.09904503664836,contract
5.271,346.4843855638907,contract
5.272,374.00281622335814,contract
5.273,327.08128576924474,contract
5.274,264.12541241898447,contract
5.275,252.4242144060889,contract
5.276,301.5903256498234,contract
5.277,285.35771830799285,contract
5.278,288.0804852750348,contract
5.279,302.860004772748,contract
5.28,310.99735505825504,contract
5.281,325.2295714172784,contract
5.282,289.23121107874425,contract
5.283,291.348568599827,contract
5.284,298.40364320978273,contract
5.285,316.71993945823857,contract
5.286,314.59792713478885,contract
5.287,306.80410246513713,contract
5.288,341.1789663272209,contract
5.289,299.0454418818706,contract
5.29,284.36393839538067,contract
5.291,302.54980112558496,contract
5.292,339.14268830798835,contract
5.293,382.6206802386341,contract
5.294,309.1274579206995,contract
5.295,293.8660935125428,contract
5.296,294.5978047834949,contract
5.297,250.95018758007674,contract
5.298,240.58721148129425,contract
5.299,275.9151568841339,contract
5.3,362.75673679670837,contract
5.301,374.8847599003119,contract
5.302,299.4983835960172,contract
5.303,251.6475786213411,contract
5.304,284.08127424101014,contract
5.305,374.60802985891456,contract
5.306,379.96006278841963,contract
5.307,305.2583723701667,contract
5.308,250.07859153104465,contract
5.309,282.35294037044457,contract
5.31,299.75944208992405,contract
5.311,273.8232876477697,contract
5.312,303.86603995727575,contract
5.313,316.1249455153436,contract
5.314,329.8253725923321,contract
5.315,293.3589124228705,contract
5.316,309.22816390350346,contract
5.317,356.9049709006804,contract
5.318,317.95055530394006,contract
5.319,311.6642899435984,contract
5.32,309.296848805713,contract
5.321,329.1963191697304,contract
5.322,325.42631959806556,contract
5.323,252.91988675958623,contract
5.324,261.96026219141305,contract
5.325,296.3399094945776,contract
5.326,304.5874847893113,contract
5.327,323.4984524163207,contract
5.328,323.7360727553073,contract
5.329,284.8895748434082,contract
5.33,263.925357477521,contract
5.331,294.74377121840047,contract
5.332,329.4014284108412,contract
5.333,334.91385460832146,contract
5.334,300.9196382629422,contract
5.335,293.9778826372504,contract
5.336,348.8780652425139,contract
5.337,311.121494303139,contract
5.338,260.2781709077375,contract
5.339,293.34512006865214,contract
5.34,359.24940262730644,contract
5.341,386.1312542344603,contract
5.342,307.96023895137523,contract
5.343,250.08217711313162,contract
5.344,268.49861201825837,contract
5.345,275.05870887966023,contract
5.346,282.59018898071486,contract
5.347,304.40834615149237,contract
5.348,307.14149014246584,contract
5.349,295.6014994242523,contract
5.35,297.64409827909867,contract
5.351,312.33936997628484,contract
5.352,349.0334455364565,contract
5.353,331.42368067973854,contract
5.354,272.09109866306045,contract
5.355,294.1801918740315,contract
5.356,330.5642641285505,contract
5.357,320.545530788733,contract
5.358,333.0978449354162,contract
5.359,334.2470671404647,contract
5.36,312.0356281713545,contract
5.361,276.81709352942255,contract
5.362,294.93669926270076,contract
5.363,325.97237668775665,contract
5.364,259.96010770503557,contract
5.365,267.21071251865146,contract
5.366,329.2410168627684,contract
5.367,333.78074222452295,contract
5.368,318.81538482377465,contract
5.369,264.34454299394895,contract
5.37,325.2737834891316,contract
5.371,409.7489948146858,contract
5.372,323.48188782917487,contract
5.373,277.9316568338452,contract
5.374,288.56051929388815,contract
5.375,278.1703429904295,contract
5.376,273.45773755803714,contract
5.377,281.22016440090675,contract
5.378,316.13441420955974,contract
5.379,297.4790680244111,contract
5.38,302.1858346615989,contract
5.381,312.49722397301053,contract
5.382,290.5615031582291,contract
5.383,317.28694045803417,contract
5.384,325.8403577319051,contract
