Dataset,Feature,WindowSize(ms),Threshold,Accuracy,DetectionDelay(ms)
test_struct_steady_rhythm.csv,RMS,20,0.02341179112230208,97.45184527020595,12.2
test_struct_steady_rhythm.csv,VAR,20,0.0012404665004242502,95.9826103512836,22.6
test_struct_steady_rhythm.csv,WL,20,0.21070071267228635,97.70253546155556,12.4
test_struct_steady_rhythm.csv,RMS,30,0.022755632282422708,97.59070564708124,12.6
test_struct_steady_rhythm.csv,VAR,30,0.0010159370088100826,97.28597276449862,22.8
test_struct_steady_rhythm.csv,WL,30,0.32253998813029106,97.7208519823509,15.2
test_struct_steady_rhythm.csv,RMS,40,0.022337511920422288,97.52325913695107,17.2
test_struct_steady_rhythm.csv,VAR,40,0.0009239203697698771,97.65662210649985,25.0
test_struct_steady_rhythm.csv,WL,40,0.4325186572105747,97.70742704728035,19.8
test_struct_steady_rhythm.csv,RMS,50,0.02309243306778634,97.47165136740463,19.2
test_struct_steady_rhythm.csv,VAR,50,0.0009155030012496413,97.74163834450337,30.0
test_struct_steady_rhythm.csv,WL,50,0.5442765031114727,97.65270145792968,21.6
test_struct_steady_rhythm.csv,RMS,60,0.023363662427103776,97.41047882311823,20.4
test_struct_steady_rhythm.csv,VAR,60,0.0009480189369892224,97.84577256696215,31.8
test_struct_steady_rhythm.csv,WL,60,0.6649277241660114,97.55028119340386,24.0
test_struct_steady_rhythm.csv,RMS,70,0.0232430088995621,97.28887900073101,21.8
test_struct_steady_rhythm.csv,VAR,70,0.0008814643468574955,97.70524107682039,68.8
test_struct_steady_rhythm.csv,WL,70,0.7761929624484192,97.51454088929854,29.4
test_struct_steady_rhythm.csv,RMS,80,0.02691436873205748,97.5296474104219,31.0
test_struct_steady_rhythm.csv,VAR,80,0.0007903947323149383,97.62502781928592,68.8
test_struct_steady_rhythm.csv,WL,80,0.8701280546147993,97.43108765459574,30.6
test_struct_steady_rhythm.csv,RMS,90,0.027861300932884893,97.51614031739973,69.0
test_struct_steady_rhythm.csv,VAR,90,0.0007289831237364272,97.48751709442483,68.8
test_struct_steady_rhythm.csv,WL,90,0.9979165047496815,97.35076169576693,32.0
test_struct_steady_rhythm.csv,RMS,100,0.027026795569733565,97.37218846435275,68.8
test_struct_steady_rhythm.csv,VAR,100,0.0006967180847770762,97.35310024496549,68.8
test_struct_steady_rhythm.csv,WL,100,1.1579664341907678,97.2226640791525,70.6
test_struct_steady_rhythm.csv,RMS,110,0.026621748145317762,97.21541546001336,69.2
test_struct_steady_rhythm.csv,VAR,110,0.000644939473831744,97.10084969608249,68.6
test_struct_steady_rhythm.csv,WL,110,1.2627490250579179,97.11676160773955,71.0
test_struct_steady_rhythm.csv,RMS,120,0.02566123810754036,97.04899245535287,69.0
test_struct_steady_rhythm.csv,VAR,120,0.000635535614085668,97.02034189666698,68.8
test_struct_steady_rhythm.csv,WL,120,1.3641150572259804,96.98214115175246,71.4
test_struct_steady_rhythm.csv,RMS,130,0.024997645844772255,96.88883227717096,68.8
test_struct_steady_rhythm.csv,VAR,130,0.0006383810918650242,96.89201668630386,68.8
test_struct_steady_rhythm.csv,WL,130,1.4661821988333321,96.85061936757636,72.2
test_struct_steady_rhythm.csv,RMS,140,0.02419850515998022,96.70945752237759,68.8
test_struct_steady_rhythm.csv,VAR,140,0.0006266845502360112,96.73494091039404,69.2
test_struct_steady_rhythm.csv,WL,140,1.6119538378073504,96.75405345140636,72.8
test_struct_steady_rhythm.csv,RMS,150,0.023964943028608975,96.5682057164707,68.8
test_struct_steady_rhythm.csv,VAR,150,0.0006027678144292535,96.5682057164707,69.2
test_struct_steady_rhythm.csv,WL,150,1.7550248920276448,96.62237517127107,73.4
test_struct_steady_rhythm.csv,RMS,160,0.02375426679459971,96.40773913874987,68.8
test_struct_steady_rhythm.csv,VAR,160,0.0006516077411508939,96.43323877219265,69.8
test_struct_steady_rhythm.csv,WL,160,1.8149593586196513,96.45555095145507,73.6
test_struct_steady_rhythm.csv,RMS,170,0.023663301573723722,96.24398176194879,69.2
test_struct_steady_rhythm.csv,VAR,170,0.0006498747685132905,96.27267799636515,70.2
test_struct_steady_rhythm.csv,WL,170,1.990594747584817,96.31093964225362,75.4
test_struct_steady_rhythm.csv,RMS,180,0.024826522502008997,96.11201479922177,69.8
test_struct_steady_rhythm.csv,VAR,180,0.000643019009847932,96.12477274901923,70.2
test_struct_steady_rhythm.csv,WL,180,2.092855234321601,96.15985711096226,75.6
test_struct_steady_rhythm.csv,RMS,190,0.023705669298375975,95.95124908272979,69.2
test_struct_steady_rhythm.csv,VAR,190,0.0006402121603736636,95.97358261812845,70.2
test_struct_steady_rhythm.csv,WL,190,2.17960514676364,96.00548766869795,75.8
test_struct_steady_rhythm.csv,RMS,200,0.023533232331096204,95.79038074873138,69.2
test_struct_steady_rhythm.csv,VAR,200,0.0006511648027681931,95.87016883158331,70.4
test_struct_steady_rhythm.csv,WL,200,2.259343553212858,95.84782816838478,75.6
test_rand_02.csv,RMS,10,0.023637825255553427,96.12936745031823,8.666666666666666
test_rand_02.csv,VAR,10,0.0017994941305627858,92.02818547863359,15.555555555555555
test_rand_02.csv,WL,10,0.10958528711881926,96.74308351733991,9.555555555555555
test_rand_02.csv,RMS,20,0.02341179112230208,97.41440914701488,11.777777777777779
test_rand_02.csv,VAR,20,0.0012404665004242502,96.45293315143248,16.0
test_rand_02.csv,WL,20,0.21070071267228635,97.4826219710258,11.11111111111111
test_rand_02.csv,RMS,30,0.022755632282422708,97.24785547179621,12.555555555555555
test_rand_02.csv,VAR,30,0.0010159370088100826,97.3420847413569,16.444444444444443
test_rand_02.csv,WL,30,0.32253998813029106,97.48830257343386,13.777777777777779
test_rand_02.csv,RMS,40,0.022337511920422288,97.07794318403432,12.555555555555555
test_rand_02.csv,VAR,40,0.0009239203697698771,97.39322628876032,18.11111111111111
test_rand_02.csv,WL,40,0.4325186572105747,97.42572970161866,15.0
test_rand_02.csv,RMS,50,0.02309243306778634,97.31109377032124,13.666666666666666
test_rand_02.csv,VAR,50,0.0009155030012496413,97.2395630120952,19.444444444444443
test_rand_02.csv,WL,50,0.5442765031114727,97.26882559500585,16.22222222222222
test_rand_02.csv,RMS,60,0.023363662427103776,97.16060625772458,14.88888888888889
test_rand_02.csv,VAR,60,0.0009480189369892224,97.05002276718922,20.666666666666668
test_rand_02.csv,WL,60,0.6649277241660114,97.1248292460808,18.0
test_rand_02.csv,RMS,70,0.0232430088995621,96.9774856845393,16.0
test_rand_02.csv,VAR,70,0.0008814643468574955,96.83758459135868,21.11111111111111
test_rand_02.csv,WL,70,0.7761929624484192,96.91566892243623,19.22222222222222
test_rand_02.csv,RMS,80,0.02691436873205748,96.60548070038404,19.77777777777778
test_rand_02.csv,VAR,80,0.0007903947323149383,96.61849899108248,20.666666666666668
test_rand_02.csv,WL,80,0.8701280546147993,96.73240903469375,20.333333333333332
test_rand_02.csv,RMS,90,0.027861300932884893,96.42206016408387,21.11111111111111
test_rand_02.csv,VAR,90,0.0007289831237364272,96.40578200286495,20.11111111111111
test_rand_02.csv,WL,90,0.9979165047496815,96.44159395754656,21.0
test_rand_02.csv,RMS,100,0.027026795569733565,96.17989969387091,21.0
test_rand_02.csv,VAR,100,0.0006967180847770762,96.16687292385852,20.11111111111111
test_rand_02.csv,WL,100,1.1579664341907678,96.13756269133069,23.22222222222222
test_rand_02.csv,RMS,110,0.026621748145317762,95.90174615585092,21.444444444444443
test_rand_02.csv,VAR,110,0.000644939473831744,95.87894188167839,20.0
test_rand_02.csv,WL,110,1.2627490250579179,95.86916862131874,23.88888888888889
test_rand_02.csv,RMS,120,0.02566123810754036,95.61689369745162,20.555555555555557
test_rand_02.csv,VAR,120,0.000635535614085668,95.60059962197744,20.333333333333332
test_rand_02.csv,WL,120,1.3641150572259804,95.58430554650329,25.0
test_rand_02.csv,RMS,130,0.024997645844772255,95.32207588994653,20.444444444444443
test_rand_02.csv,VAR,130,0.0006383810918650242,95.31881601251793,20.88888888888889
test_rand_02.csv,WL,130,1.4661821988333321,95.31555613508932,26.22222222222222
test_rand_02.csv,RMS,140,0.02419850515998022,95.03358768668883,20.22222222222222
test_rand_02.csv,VAR,140,0.0006266845502360112,95.11511119806953,21.11111111111111
test_rand_02.csv,WL,140,1.6119538378073504,95.25207069718907,27.22222222222222
test_rand_02.csv,RMS,150,0.023964943028608975,94.71555323590815,20.22222222222222
test_rand_02.csv,VAR,150,0.0006027678144292535,94.81015135699373,20.88888888888889
test_rand_02.csv,WL,150,1.7550248920276448,95.06458768267223,28.88888888888889
test_rand_02.csv,RMS,160,0.02375426679459971,94.47236180904522,20.333333333333332
test_rand_02.csv,VAR,160,0.0006516077411508939,94.84435162827123,23.333333333333332
test_rand_02.csv,WL,160,1.8149593586196513,94.7823533250669,28.555555555555557
test_rand_02.csv,RMS,170,0.023663301573723722,94.18657788223005,20.555555555555557
test_rand_02.csv,VAR,170,0.0006498747685132905,94.55216085650868,23.444444444444443
test_rand_02.csv,WL,170,1.990594747584817,94.48361404883144,30.77777777777778
test_rand_02.csv,RMS,180,0.024826522502008997,94.25324887350617,23.11111111111111
test_rand_02.csv,VAR,180,0.000643019009847932,94.24018807549142,24.333333333333332
test_rand_02.csv,WL,180,2.092855234321601,94.2140664794619,31.333333333333332
test_rand_02.csv,RMS,190,0.023705669298375975,93.94760909328456,21.22222222222222
test_rand_02.csv,VAR,190,0.0006402121603736636,93.94107656127515,24.77777777777778
test_rand_02.csv,WL,190,2.17960514676364,93.91821269924223,31.88888888888889
test_rand_02.csv,RMS,200,0.023533232331096204,93.64176958766255,21.444444444444443
test_rand_02.csv,VAR,200,0.0006511648027681931,93.67444291968894,25.0
test_rand_02.csv,WL,200,2.259343553212858,93.63850225445991,31.444444444444443
test_rand_05.csv,RMS,10,0.023637825255553427,96.9606655094488,12.375
test_rand_05.csv,VAR,10,0.0017994941305627858,91.05230406445484,21.0
test_rand_05.csv,WL,10,0.10958528711881926,97.00651753840107,12.375
test_rand_05.csv,RMS,20,0.02341179112230208,97.73285718966027,14.5
test_rand_05.csv,VAR,20,0.0012404665004242502,96.16027258133211,21.125
test_rand_05.csv,WL,20,0.21070071267228635,97.8180388559447,13.625
test_rand_05.csv,RMS,30,0.022755632282422708,97.86320584668829,14.875
test_rand_05.csv,VAR,30,0.0010159370088100826,97.47648543243864,21.5
test_rand_05.csv,WL,30,0.32253998813029106,97.96480188771999,15.375
test_rand_05.csv,RMS,40,0.022337511920422288,97.81332983640954,16.875
test_rand_05.csv,VAR,40,0.0009239203697698771,97.76415434547422,22.0
test_rand_05.csv,WL,40,0.4325186572105747,97.88545388978133,17.5
test_rand_05.csv,RMS,50,0.02309243306778634,97.64864067162955,18.375
test_rand_05.csv,VAR,50,0.0009155030012496413,97.85852490735579,23.75
test_rand_05.csv,WL,50,0.5442765031114727,97.77981831895845,19.25
test_rand_05.csv,RMS,60,0.023363662427103776,97.55929534494636,19.625
test_rand_05.csv,VAR,60,0.0009480189369892224,97.58225896401272,25.0
test_rand_05.csv,WL,60,0.6649277241660114,97.56257586195585,21.25
test_rand_05.csv,RMS,70,0.0232430088995621,97.43379385029371,20.625
test_rand_05.csv,VAR,70,0.0008814643468574955,97.39113313425,25.125
test_rand_05.csv,WL,70,0.7761929624484192,97.3648803859154,22.75
test_rand_05.csv,RMS,80,0.02691436873205748,97.3672980336802,24.625
test_rand_05.csv,VAR,80,0.0007903947323149383,97.30164461806126,25.0
test_rand_05.csv,WL,80,0.8701280546147993,97.16048977448052,23.375
test_rand_05.csv,RMS,90,0.027861300932884893,97.11686861721341,25.625
test_rand_05.csv,VAR,90,0.0007289831237364272,97.13328736085116,25.0
test_rand_05.csv,WL,90,0.9979165047496815,97.09716612484812,24.75
test_rand_05.csv,RMS,100,0.027026795569733565,96.9286863975298,25.875
test_rand_05.csv,VAR,100,0.0006967180847770762,96.93525605229445,25.375
test_rand_05.csv,WL,100,1.1579664341907678,96.94839536182374,26.625
test_rand_05.csv,RMS,110,0.026621748145317762,96.70752144054153,26.375
test_rand_05.csv,VAR,110,0.000644939473831744,96.71737916077942,25.125
test_rand_05.csv,WL,110,1.2627490250579179,96.73052278776328,27.75
test_rand_05.csv,RMS,120,0.02566123810754036,96.48621109029352,25.875
test_rand_05.csv,VAR,120,0.000635535614085668,96.4730631430168,25.5
test_rand_05.csv,WL,120,1.3641150572259804,96.48292410347435,28.875
test_rand_05.csv,RMS,130,0.024997645844772255,96.2187222569296,25.875
test_rand_05.csv,VAR,130,0.0006383810918650242,96.22201032453226,26.375
test_rand_05.csv,WL,130,1.4661821988333321,96.23845066254563,29.5
test_rand_05.csv,RMS,140,0.02419850515998022,95.94447916324047,25.625
test_rand_05.csv,VAR,140,0.0006266845502360112,95.97408150511463,27.0
test_rand_05.csv,WL,140,1.6119538378073504,96.02670789066869,30.875
test_rand_05.csv,RMS,150,0.023964943028608975,95.69637745533511,25.875
test_rand_05.csv,VAR,150,0.0006027678144292535,95.70295791794163,27.125
test_rand_05.csv,WL,150,1.7550248920276448,95.78521370052314,32.625
test_rand_05.csv,RMS,160,0.02375426679459971,95.43823848862851,26.25
test_rand_05.csv,VAR,160,0.0006516077411508939,95.50406477306387,28.25
test_rand_05.csv,WL,160,1.8149593586196513,95.51723002995097,32.625
test_rand_05.csv,RMS,170,0.023663301573723722,95.18651433839264,26.875
test_rand_05.csv,VAR,170,0.0006498747685132905,95.2655318868732,28.875
test_rand_05.csv,WL,170,1.990594747584817,95.2655318868732,35.25
test_rand_05.csv,RMS,180,0.024826522502008997,94.99390705793235,28.5
test_rand_05.csv,VAR,180,0.000643019009847932,95.00708098672726,29.0
test_rand_05.csv,WL,180,2.092855234321601,95.01366795112473,36.375
test_rand_05.csv,RMS,190,0.023705669298375975,94.65621190656607,27.5
test_rand_05.csv,VAR,190,0.0006402121603736636,94.75834349158238,29.125
test_rand_05.csv,WL,190,2.17960514676364,94.71221954996211,37.25
test_rand_05.csv,RMS,200,0.023533232331096204,94.3875028836964,28.125
test_rand_05.csv,VAR,200,0.0006511648027681931,94.522624658076,30.0
test_rand_05.csv,WL,200,2.259343553212858,94.45671159740301,37.875
test_struct_user_controlled.csv,RMS,10,0.023637825255553427,95.5575845349789,12.8
test_struct_user_controlled.csv,VAR,10,0.0017994941305627858,86.22567848372269,22.0
test_struct_user_controlled.csv,WL,10,0.10958528711881926,95.74019268308041,12.4
test_struct_user_controlled.csv,RMS,20,0.02341179112230208,97.01121189216427,15.4
test_struct_user_controlled.csv,VAR,20,0.0012404665004242502,93.41143864953388,22.2
test_struct_user_controlled.csv,WL,20,0.21070071267228635,97.05845301083397,16.2
test_struct_user_controlled.csv,RMS,30,0.022755632282422708,97.33476151471237,19.2
test_struct_user_controlled.csv,VAR,30,0.0010159370088100826,95.79736626551572,23.0
test_struct_user_controlled.csv,WL,30,0.32253998813029106,97.33476151471237,19.6
test_struct_user_controlled.csv,RMS,40,0.022337511920422288,97.44737173830833,19.6
test_struct_user_controlled.csv,VAR,40,0.0009239203697698771,96.45468296987268,24.6
test_struct_user_controlled.csv,WL,40,0.4325186572105747,97.37488970124795,20.2
test_struct_user_controlled.csv,RMS,50,0.02309243306778634,97.39612886955426,20.6
test_struct_user_controlled.csv,VAR,50,0.0009155030012496413,96.68368955299161,25.8
test_struct_user_controlled.csv,WL,50,0.5442765031114727,97.33308114242482,21.4
test_struct_user_controlled.csv,RMS,60,0.023363662427103776,97.27863269424823,21.8
test_struct_user_controlled.csv,VAR,60,0.0009480189369892224,96.82454591321897,27.0
test_struct_user_controlled.csv,WL,60,0.6649277241660114,97.23448536831484,23.0
test_struct_user_controlled.csv,RMS,70,0.0232430088995621,97.14213614283011,22.2
test_struct_user_controlled.csv,VAR,70,0.0008814643468574955,96.95602801085104,27.2
test_struct_user_controlled.csv,WL,70,0.7761929624484192,97.16421676865814,24.2
test_struct_user_controlled.csv,RMS,80,0.02691436873205748,96.95191215448695,26.2
test_struct_user_controlled.csv,VAR,80,0.0007903947323149383,96.94244604316546,27.2
test_struct_user_controlled.csv,WL,80,0.8701280546147993,97.07812697210653,24.8
test_struct_user_controlled.csv,RMS,90,0.027861300932884893,96.97935736380279,27.2
test_struct_user_controlled.csv,VAR,90,0.0007289831237364272,96.91938640237359,27.2
test_struct_user_controlled.csv,WL,90,0.9979165047496815,96.93832460071965,26.4
test_struct_user_controlled.csv,RMS,100,0.027026795569733565,96.99103308916392,27.2
test_struct_user_controlled.csv,VAR,100,0.0006967180847770762,96.89946956302097,27.2
test_struct_user_controlled.csv,WL,100,1.1579664341907678,96.81737812578935,28.6
test_struct_user_controlled.csv,RMS,110,0.026621748145317762,96.9300739056282,27.2
test_struct_user_controlled.csv,VAR,110,0.000644939473831744,96.84795654096393,27.0
test_struct_user_controlled.csv,WL,110,1.2627490250579179,96.74688901522329,29.8
test_struct_user_controlled.csv,RMS,120,0.02566123810754036,96.92278529002907,27.2
test_struct_user_controlled.csv,VAR,120,0.000635535614085668,96.95121951219512,27.2
test_struct_user_controlled.csv,WL,120,1.3641150572259804,96.70163022873753,30.6
test_struct_user_controlled.csv,RMS,130,0.024997645844772255,96.83964351178813,27.2
test_struct_user_controlled.csv,VAR,130,0.0006383810918650242,96.83648315529992,27.2
test_struct_user_controlled.csv,WL,130,1.4661821988333321,96.72903103470072,32.4
test_struct_user_controlled.csv,RMS,140,0.02419850515998022,96.77541729893778,27.2
test_struct_user_controlled.csv,VAR,140,0.0006266845502360112,96.7343196762772,27.2
test_struct_user_controlled.csv,WL,140,1.6119538378073504,96.47192716236722,35.6
test_struct_user_controlled.csv,RMS,150,0.023964943028608975,96.67320220099931,27.2
test_struct_user_controlled.csv,VAR,150,0.0006027678144292535,96.66055277971033,27.4
test_struct_user_controlled.csv,WL,150,1.7550248920276448,96.34747960280818,37.4
test_struct_user_controlled.csv,RMS,160,0.02375426679459971,96.54877894470454,27.2
test_struct_user_controlled.csv,VAR,160,0.0006516077411508939,96.40010122738201,29.2
test_struct_user_controlled.csv,WL,160,1.8149593586196513,96.30203720106289,37.4
test_struct_user_controlled.csv,RMS,170,0.023663301573723722,96.42744130118346,27.2
test_struct_user_controlled.csv,VAR,170,0.0006498747685132905,96.24074425669261,29.8
test_struct_user_controlled.csv,WL,170,1.990594747584817,96.11416998924118,42.2
test_struct_user_controlled.csv,RMS,180,0.024826522502008997,96.21739680931881,29.6
test_struct_user_controlled.csv,VAR,180,0.000643019009847932,96.10977462648772,30.6
test_struct_user_controlled.csv,WL,180,2.092855234321601,95.98949101038238,43.6
test_struct_user_controlled.csv,RMS,190,0.023705669298375975,96.17820277373187,28.8
test_struct_user_controlled.csv,VAR,190,0.0006402121603736636,95.97872205686784,31.4
test_struct_user_controlled.csv,WL,190,2.17960514676364,95.87106579697296,44.2
test_struct_user_controlled.csv,RMS,200,0.023533232331096204,96.04079564170785,28.8
test_struct_user_controlled.csv,VAR,200,0.0006511648027681931,95.82541492461675,34.6
test_struct_user_controlled.csv,WL,200,2.259343553212858,95.73356138350437,45.0
test_rand_04.csv,RMS,10,0.023637825255553427,95.87836957937232,8.375
test_rand_04.csv,VAR,10,0.0017994941305627858,93.66128402135695,15.375
test_rand_04.csv,WL,10,0.10958528711881926,96.80296913660634,7.375
test_rand_04.csv,RMS,20,0.02341179112230208,97.30020191493519,10.25
test_rand_04.csv,VAR,20,0.0012404665004242502,96.11802253631213,15.75
test_rand_04.csv,WL,20,0.21070071267228635,97.33602553246922,9.875
test_rand_04.csv,RMS,30,0.022755632282422708,97.16901224915298,11.25
test_rand_04.csv,VAR,30,0.0010159370088100826,96.87907219181653,16.875
test_rand_04.csv,WL,30,0.32253998813029106,97.56320041699244,11.75
test_rand_04.csv,RMS,40,0.022337511920422288,96.76399661083231,11.375
test_rand_04.csv,VAR,40,0.0009239203697698771,96.96930196180669,17.5
test_rand_04.csv,WL,40,0.4325186572105747,97.5070064524539,13.375
test_rand_04.csv,RMS,50,0.02309243306778634,97.05633068196636,13.25
test_rand_04.csv,VAR,50,0.0009155030012496413,96.89007693310731,18.5
test_rand_04.csv,WL,50,0.5442765031114727,97.27800234711175,14.875
test_rand_04.csv,RMS,60,0.023363662427103776,96.95428161481772,14.5
test_rand_04.csv,VAR,60,0.0009480189369892224,96.65753603339203,19.5
test_rand_04.csv,WL,60,0.6649277241660114,97.14667710167613,16.125
test_rand_04.csv,RMS,70,0.0232430088995621,96.71189979123173,15.625
test_rand_04.csv,VAR,70,0.0008814643468574955,96.53901356993737,19.875
test_rand_04.csv,WL,70,0.7761929624484192,96.88152400835072,16.875
test_rand_04.csv,RMS,80,0.02691436873205748,96.51504274619852,18.875
test_rand_04.csv,VAR,80,0.0007903947323149383,96.42693989427657,19.75
test_rand_04.csv,WL,80,0.8701280546147993,96.61293480388959,17.375
test_rand_04.csv,RMS,90,0.027861300932884893,96.19075597336467,20.5
test_rand_04.csv,VAR,90,0.0007289831237364272,96.28541585063324,19.5
test_rand_04.csv,WL,90,0.9979165047496815,96.33437785611699,19.375
test_rand_04.csv,RMS,100,0.027026795569733565,96.01972180500229,20.625
test_rand_04.csv,VAR,100,0.0006967180847770762,96.08176059557239,19.625
test_rand_04.csv,WL,100,1.1579664341907678,96.1111473911056,22.25
test_rand_04.csv,RMS,110,0.026621748145317762,95.81917951397962,21.25
test_rand_04.csv,VAR,110,0.000644939473831744,95.88123856806898,19.75
test_rand_04.csv,WL,110,1.2627490250579179,95.91390122811602,22.75
test_rand_04.csv,RMS,120,0.02566123810754036,95.65117950728616,20.625
test_rand_04.csv,VAR,120,0.000635535614085668,95.68058550610992,20.25
test_rand_04.csv,WL,120,1.3641150572259804,95.70345683852838,23.0
test_rand_04.csv,RMS,130,0.024997645844772255,95.49941168780232,20.875
test_rand_04.csv,VAR,130,0.0006383810918650242,95.48306968231142,20.875
test_rand_04.csv,WL,130,1.4661821988333321,95.49287488560596,23.25
test_rand_04.csv,RMS,140,0.02419850515998022,95.31158046164913,20.75
test_rand_04.csv,VAR,140,0.0006266845502360112,95.29523311318904,21.5
test_rand_04.csv,WL,140,1.6119538378073504,95.29850258288106,25.5
test_rand_04.csv,RMS,150,0.023964943028608975,95.074568288854,20.875
test_rand_04.csv,VAR,150,0.0006027678144292535,95.05167451596023,21.875
